,Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
1121,1626264000000,32475.33000000,33101.80000000,32283.64000000,32833.28000000,95.68573100,1626307199999,3138456.31674865,2845,56.12948500,1841771.59777465,0
1122,1626307200000,32804.36000000,33190.35000000,31800.07000000,31872.68000000,137.19612800,1626350399999,4463877.22037669,3496,60.31941900,1967038.27571831,0
1123,1626350400000,31868.49000000,32143.27000000,31146.74000000,31880.94000000,131.80186400,1626393599999,4168025.51864596,3943,69.69722500,2205031.48480937,0
1124,1626393600000,31868.53000000,32044.36000000,31032.34000000,31119.30000000,139.99560900,1626436799999,4436869.31453785,3337,66.69647800,2117640.63776362,0
1125,1626436800000,31078.64000000,32246.13000000,31078.64000000,31384.87000000,101.81884300,1626479999999,3236586.33773179,3203,52.37599700,1664334.23067737,0
1126,1626480000000,31373.98000000,31962.49000000,31173.03000000,31393.94000000,102.61277400,1626523199999,3231769.36230744,2881,51.85043200,1631935.66039406,0
1127,1626523200000,31350.37000000,31935.10000000,31347.43000000,31496.21000000,51.76923800,1626566399999,1638304.60520816,1634,23.61683200,747201.92020048,0
1128,1626566400000,31485.79000000,32440.18000000,31471.96000000,31797.66000000,69.05209900,1626609599999,2214284.41762748,2081,41.28258600,1324758.32514625,0
1129,1626609600000,31810.24000000,31919.76000000,31111.12000000,31772.22000000,79.05008200,1626652799999,2493141.41482124,2287,38.16607400,1203952.35202380,0
1130,1626652800000,31796.51000000,31893.64000000,31172.40000000,31291.70000000,69.79779000,1626695999999,2198269.77653180,2044,27.67840300,873619.80216501,0
1131,1626696000000,31241.79000000,31358.67000000,30418.08000000,30807.00000000,152.15868800,1626739199999,4681799.13428188,4641,72.56656700,2233448.26768295,0
1132,1626739200000,30836.68000000,31058.04000000,29309.24000000,29701.90000000,208.05867600,1626782399999,6221273.89217003,6024,93.65097100,2799471.82218252,0
1133,1626782400000,29701.91000000,29986.29000000,29285.64000000,29793.14000000,103.09808800,1626825599999,3061632.50911376,3030,48.90289700,1452622.52720861,0
1134,1626825600000,29817.41000000,31646.25000000,29485.51000000,31535.47000000,136.90674700,1626868799999,4196119.86835068,4222,75.66303200,2322488.67076948,0
1135,1626868800000,31545.02000000,32827.16000000,31426.35000000,32137.90000000,371.12285700,1626911999999,11872504.29141096,9830,191.78240300,6132803.93122002,0
1136,1626912000000,32136.10000000,32381.42000000,31717.40000000,31908.01000000,106.29663700,1626955199999,3402482.88895758,2893,56.71786900,1816345.13710738,0
1137,1626955200000,31879.43000000,32585.53000000,31743.51000000,32288.45000000,103.77237000,1626998399999,3347176.91859705,2802,58.76879500,1895570.62420872,0
1138,1626998400000,32309.79000000,32918.38000000,32218.78000000,32306.12000000,89.08839300,1627041599999,2901327.19941769,2384,54.16980200,1765144.20344119,0
1139,1627041600000,32283.12000000,33629.45000000,31988.51000000,33617.19000000,164.29312000,1627084799999,5405455.27179493,3621,86.56007100,2848318.86099483,0
1140,1627084800000,33631.54000000,34040.05000000,33406.18000000,33865.25000000,97.88641100,1627127999999,3298279.71986423,2948,50.26283400,1694419.15282791,0
1141,1627128000000,33851.50000000,34487.56000000,33679.23000000,34256.95000000,108.96071500,1627171199999,3710309.28062121,3426,56.58555200,1927310.18903945,0
1142,1627171200000,34257.61000000,34800.50000000,33859.48000000,34391.39000000,80.92624300,1627214399999,2779523.33701462,2842,40.03282000,1375287.31841560,0
1143,1627214400000,34387.95000000,35400.00000000,33860.27000000,35376.42000000,101.49535100,1627257599999,3513314.35524988,3618,58.27843300,2018739.43728587,0
1144,1627257600000,35400.17000000,39741.08000000,35228.72000000,38468.16000000,686.72911500,1627300799999,26162924.61723533,19112,323.64166900,12319445.77542305,0
1145,1627300800000,38484.80000000,40552.97000000,36779.12000000,37238.35000000,833.54248100,1627343999999,31910120.68840366,21436,428.23522700,16412022.81688120,0
1146,1627344000000,37228.04000000,38070.12000000,36388.38000000,38070.12000000,593.17184900,1627387199999,21991510.49637052,13649,258.67991200,9593511.97080278,0
1147,1627387200000,38076.22000000,39539.28000000,37369.88000000,39451.15000000,647.49761100,1627430399999,24773170.18647001,14544,342.78628300,13116540.99211808,0
1148,1627430400000,39478.73000000,40904.20000000,38912.08000000,40753.44000000,725.32869800,1627473599999,28913790.39238410,18775,330.05756800,13154788.62600777,0
1149,1627473600000,40754.94000000,40870.72000000,38801.68000000,40004.07000000,783.25287600,1627516799999,31207080.27408227,16262,405.61976300,16161919.16656847,0
1150,1627516800000,40015.28000000,40638.33000000,39246.14000000,39778.42000000,400.83063700,1627559999999,15988424.59988189,9422,198.57181200,7924106.46089897,0
1151,1627560000000,39717.21000000,40405.69000000,39367.22000000,40024.95000000,289.77648300,1627603199999,11544049.44981831,6980,143.63391300,5724134.15882748,0
1152,1627603200000,40036.67000000,40240.62000000,38319.41000000,38642.56000000,336.66929000,1627646399999,13182714.84138384,7329,148.03049300,5801528.46820788,0
1153,1627646400000,38665.36000000,42304.59000000,38573.45000000,42184.71000000,544.12800900,1627689599999,22091821.15774627,14896,279.49500400,11356938.46942045,0
1154,1627689600000,42202.67000000,42406.06000000,41207.99000000,41589.44000000,358.20760000,1627732799999,14964536.77804523,8392,189.23279400,7904532.69886612,0
1155,1627732800000,41578.84000000,41990.78000000,41042.30000000,41467.43000000,255.59704100,1627775999999,10605840.36447311,6072,128.69356100,5337395.08462967,0
1156,1627776000000,41454.28000000,42572.97000000,41109.41000000,41581.44000000,237.69719400,1627819199999,9940695.11187107,6557,117.33276500,4907287.64609937,0
1157,1627819200000,41572.78000000,41803.38000000,39435.07000000,39867.61000000,488.73210300,1627862399999,19915170.35026656,11258,245.28025800,10004007.40733104,0
1158,1627862400000,39854.90000000,40448.59000000,39243.36000000,39537.86000000,342.38811600,1627905599999,13595886.16599521,7658,170.47972100,6768661.85150147,0
1159,1627905600000,39556.86000000,39967.61000000,38690.00000000,39134.75000000,377.84242300,1627948799999,14833928.38526080,8034,190.77331100,7486835.15127849,0
1160,1627948800000,39131.81000000,39772.59000000,37965.65000000,38480.15000000,322.87520200,1627991999999,12482345.91425113,8286,157.55586300,6091468.79594903,0
1161,1627992000000,38495.24000000,38694.46000000,37624.27000000,38207.64000000,532.07018900,1628035199999,20310737.81215753,10796,274.72583200,10487883.21871129,0
1162,1628035200000,38187.16000000,38561.45000000,37502.81000000,38148.40000000,457.44671800,1628078399999,17378186.95743650,9614,250.52148200,9515539.80312666,0
1163,1628078400000,38181.51000000,39960.18000000,38181.51000000,39717.83000000,452.90090000,1628121599999,17815274.78805025,12175,239.23768500,9410174.65671106,0
1164,1628121600000,39734.44000000,39843.48000000,37833.32000000,38047.21000000,365.60015900,1628164799999,14199201.64653368,10263,190.41625800,7395260.70811016,0
1165,1628164800000,37989.58000000,41351.73000000,37324.64000000,40850.68000000,584.12906700,1628207999999,23010019.05965829,21096,302.16454400,11920398.31694239,0
1166,1628208000000,40879.64000000,41203.09000000,39871.81000000,40524.73000000,515.97817100,1628251199999,20927264.96760415,13197,252.65391400,10251237.98915642,0
1167,1628251200000,40494.36000000,43357.20000000,40307.73000000,42778.58000000,562.81129600,1628294399999,23733183.27285986,16910,294.44746200,12400190.38452449,0
1168,1628294400000,42840.78000000,43987.98000000,42580.48000000,43821.15000000,293.09826600,1628337599999,12715787.52732206,9848,158.09447800,6856446.40971404,0
1169,1628337600000,43798.72000000,44703.76000000,42466.76000000,44569.13000000,446.57330800,1628380799999,19506326.93083953,17109,234.14375600,10230628.92930494,0
1170,1628380800000,44591.85000000,45323.78000000,43789.02000000,44498.30000000,420.21831100,1628423999999,18730391.80437009,13001,218.46111500,9742590.77777444,0
1171,1628424000000,44454.54000000,45189.68000000,43267.87000000,43800.10000000,477.00521100,1628467199999,21011074.27143474,15319,249.47436100,10989038.35916173,0
1172,1628467200000,43787.81000000,46025.64000000,42792.26000000,45947.32000000,502.70018100,1628510399999,22094744.15899788,17110,264.20113200,11618786.19265953,0
1173,1628510400000,45924.89000000,46450.00000000,44884.00000000,46259.86000000,395.72527600,1628553599999,18132624.29151977,15201,194.50262700,8916150.93710775,0
1174,1628553600000,46266.87000000,46729.77000000,45177.43000000,45355.10000000,296.57044100,1628596799999,13585494.37692435,10023,154.68757500,7087412.86399482,0
1175,1628596800000,45405.02000000,46096.10000000,44646.75000000,45607.09000000,239.88639500,1628639999999,10887860.71845639,9867,127.98799700,5812953.45270198,0
1176,1628640000000,45571.98000000,46587.18000000,45337.43000000,45919.54000000,312.30811600,1628683199999,14373077.71879389,10236,145.05921000,6674603.63636292,0
1177,1628683200000,45909.50000000,46756.60000000,45514.26000000,45514.26000000,260.62992700,1628726399999,12022831.61883743,9270,135.22928900,6238982.29868940,0
1178,1628726400000,45514.26000000,46225.03000000,44600.00000000,44750.71000000,434.51454400,1628769599999,19686712.65016432,11696,207.14562900,9385565.37783906,0
1179,1628769600000,44740.50000000,44946.43000000,43774.29000000,44413.58000000,367.53253100,1628812799999,16275085.75551470,10755,192.92280400,8543145.64825219,0
1180,1628812800000,44417.93000000,46541.25000000,44232.45000000,46139.27000000,319.51848700,1628855999999,14541788.61726448,9070,157.22499100,7154978.46076970,0
1181,1628856000000,46164.74000000,47887.04000000,46147.87000000,47810.29000000,251.68753200,1628899199999,11817517.56619024,10011,138.51255600,6507297.19473639,0
1182,1628899200000,47808.98000000,48142.35000000,46007.85000000,46559.29000000,325.77099800,1628942399999,15323946.44186150,11561,151.57867100,7133639.72766720,0
1183,1628942400000,46566.21000000,47343.19000000,46133.17000000,47057.95000000,199.44024000,1628985599999,9318536.61245164,7037,96.93918900,4532839.24327018,0
1184,1628985600000,47088.11000000,47369.86000000,45568.51000000,45933.75000000,206.89148600,1629028799999,9584873.08837929,7792,106.27549600,4922739.56959965,0
1185,1629028800000,45911.50000000,47296.42000000,45498.97000000,47026.59000000,237.86322000,1629071999999,11022806.44322317,8696,130.50482500,6048572.53789578,0
1186,1629072000000,46968.06000000,48042.76000000,46784.45000000,47498.48000000,302.21290900,1629115199999,14356545.93443562,9752,159.60790300,7582127.51032585,0
1187,1629115200000,47535.56000000,47727.21000000,45666.66000000,45910.68000000,299.36085100,1629158399999,13881737.99180859,11576,144.97248900,6723768.58952090,0
1188,1629158400000,45892.51000000,47165.41000000,45240.55000000,46855.25000000,210.31340900,1629201599999,9703322.58527353,12507,109.17284100,5038938.89347885,0
1189,1629201600000,46868.38000000,47081.20000000,44387.37000000,44684.76000000,349.96980300,1629244799999,15945187.95969908,18955,163.23190100,7441986.56248622,0
1190,1629244800000,44687.23000000,45552.70000000,44210.52000000,44757.80000000,307.01278700,1629287999999,13785349.25821436,14172,165.06144800,7409095.47399922,0
1191,1629288000000,44739.02000000,46015.73000000,44401.41000000,44712.79000000,246.92974100,1629331199999,11169887.11174386,12792,134.24292800,6073959.67157810,0
1192,1629331200000,44719.39000000,45211.97000000,43946.05000000,44214.63000000,263.74789600,1629374399999,11735552.76356314,13198,145.35468000,6468963.26295918,0
1193,1629374400000,44217.72000000,47037.31000000,44136.40000000,46766.09000000,307.94420600,1629417599999,14162533.51062476,15009,169.51100000,7795455.03022787,0
1194,1629417600000,46773.08000000,47421.30000000,46654.37000000,46936.30000000,196.20998700,1629460799999,9240194.79529114,9635,99.53358300,4686156.34173235,0
1195,1629460800000,46914.96000000,49398.55000000,46899.75000000,49330.28000000,334.41448200,1629503999999,16201612.80496746,18918,202.38959500,9806530.42648318,0
1196,1629504000000,49326.73000000,49395.33000000,48250.00000000,48495.82000000,208.81613100,1629547199999,10197206.76155126,13133,135.50795600,6616614.88897398,0
1197,1629547200000,48479.88000000,49786.94000000,48447.90000000,48828.44000000,214.19565600,1629590399999,10543776.48358666,14503,117.19773000,5770435.04096584,0
1198,1629590400000,48811.93000000,49452.20000000,48613.59000000,49118.72000000,107.93244000,1629633599999,5291478.13484216,7364,57.98090900,2843622.90547667,0
1199,1629633600000,49140.78000000,49491.21000000,48053.85000000,49237.98000000,226.55616900,1629676799999,11032526.37184207,12506,122.32787400,5960350.50316246,0
1200,1629676800000,49256.32000000,50519.73000000,49081.82000000,50393.48000000,225.89794400,1629719999999,11296498.05153936,12866,133.61538300,6681097.08887801,0
1201,1629720000000,50414.01000000,50457.43000000,49033.55000000,49511.25000000,122.06559800,1629763199999,6053354.92296761,8922,58.32660100,2892487.08973417,0
1202,1629763200000,49471.73000000,49855.83000000,48767.70000000,49425.84000000,126.42943600,1629806399999,6234702.47844847,8477,69.93702100,3450758.69174831,0
1203,1629806400000,49433.54000000,49433.54000000,47600.74000000,47687.62000000,282.47256600,1629849599999,13647255.11756672,15437,135.21368900,6534386.23427203,0
1204,1629849600000,47691.39000000,48601.24000000,47124.15000000,47582.45000000,166.86719900,1629892799999,7979827.68688096,10708,87.48516800,4182647.35537078,0
1205,1629892800000,47561.73000000,49249.38000000,47317.21000000,48992.13000000,150.51936700,1629935999999,7300799.95353118,10109,84.57349800,4100891.70313296,0
1206,1629936000000,48981.39000000,49352.48000000,46566.72000000,46837.32000000,305.64022800,1629979199999,14532650.02067670,15135,141.90506100,6743587.73746427,0
1207,1629979200000,46844.60000000,47435.34000000,46289.31000000,46832.32000000,188.11443100,1630022399999,8837739.82280669,11580,98.08122500,4608880.55681979,0
1208,1630022400000,46853.72000000,47789.47000000,46346.80000000,47484.91000000,167.71158300,1630065599999,7908135.67592702,10885,91.74784700,4327886.12261166,0
1209,1630065600000,47459.30000000,49145.45000000,47046.22000000,49065.69000000,174.67983000,1630108799999,8419358.00446630,11824,107.16345600,5162904.33958267,0
1210,1630108800000,49058.85000000,49294.85000000,48626.23000000,48671.54000000,92.87994100,1630151999999,4548465.40333623,5675,50.01665200,2450197.82653838,0
1211,1630152000000,48687.42000000,49171.53000000,48351.66000000,48893.12000000,103.17157500,1630195199999,5031253.58919415,6027,66.31695500,3234143.53205984,0
1212,1630195200000,48904.82000000,49625.73000000,47766.64000000,48157.23000000,190.33226600,1630238399999,9266855.75969391,10093,115.36338400,5622630.66418742,0
1213,1630238400000,48147.46000000,49389.21000000,48114.29000000,48766.23000000,95.70458300,1630281599999,4669198.13799961,6478,57.04560100,2782584.51765105,0
1214,1630281600000,48766.23000000,48864.24000000,47617.11000000,47890.43000000,147.56596100,1630324799999,7093631.39452731,7889,72.73395400,3496037.29056553,0
1215,1630324800000,47903.15000000,48702.72000000,46860.25000000,46973.36000000,183.03114500,1630367999999,8741444.06959155,10025,97.45854600,4659784.25828085,0
1216,1630368000000,46971.17000000,48071.71000000,46700.00000000,47965.60000000,151.30471500,1630411199999,7154516.38219931,9178,81.60368000,3861022.53341210,0
1217,1630411200000,47982.87000000,48244.76000000,46753.15000000,47104.02000000,135.43506400,1630454399999,6418355.08051108,8321,70.01294100,3319458.76558049,0
1218,1630454400000,47094.77000000,47771.88000000,46523.64000000,47725.36000000,124.50330500,1630497599999,5873517.33524111,7270,71.75737800,3387532.08618392,0
1219,1630497600000,47726.49000000,49154.87000000,47279.56000000,48824.52000000,186.05388900,1630540799999,8983194.48647000,13470,99.21167900,4793035.01770888,0
1220,1630540800000,48824.63000000,50355.70000000,48599.52000000,50079.24000000,217.29955700,1630583999999,10766407.69590017,12244,124.46996900,6170768.47160366,0
1221,1630584000000,50082.02000000,50368.39000000,49193.30000000,49262.09000000,133.52249100,1630627199999,6631402.58358564,8298,67.23758200,3339625.02779705,0
1222,1630627200000,49261.75000000,50525.00000000,48344.77000000,50164.36000000,242.85044000,1630670399999,12027492.95828831,13468,130.23705600,6453888.41534063,0
1223,1630670400000,50177.96000000,51036.51000000,49562.19000000,50006.77000000,283.68270600,1630713599999,14307385.36677561,11700,143.66971300,7248508.25437378,0
1224,1630713600000,49993.48000000,50527.47000000,49593.16000000,49902.69000000,94.88728900,1630756799999,4751515.82539327,4939,47.85948900,2397160.74021316,0
1225,1630756800000,49915.79000000,50307.03000000,49374.49000000,49924.04000000,119.32809100,1630799999999,5949071.45479084,5196,62.37160200,3110454.94618910,0
1226,1630800000000,49938.74000000,50379.08000000,49461.18000000,50161.20000000,78.11727100,1630843199999,3897540.90551096,3977,37.26977100,1861534.06127848,0
1227,1630843200000,50183.14000000,51884.48000000,50024.79000000,51766.08000000,145.85300200,1630886399999,7437098.21000032,8481,83.96044600,4284785.37482820,0
1228,1630886400000,51771.94000000,52194.28000000,51304.05000000,51354.62000000,145.35143800,1630929599999,7518622.50504177,6426,67.96566200,3516775.72651224,0
1229,1630929600000,51383.72000000,52777.26000000,51000.00000000,52670.46000000,160.76004700,1630972799999,8335458.30349861,8053,83.76226500,4346087.05539399,0
1230,1630972800000,52655.13000000,52921.17000000,50504.80000000,50981.14000000,265.01128400,1631015999999,13710603.17273261,11463,124.85128500,6463345.23613190,0
1231,1631016000000,50920.02000000,51104.58000000,42842.06000000,46854.08000000,872.47574400,1631059199999,41347176.76725089,36312,423.23158900,20056558.37835314,0
1232,1631059200000,46852.57000000,47332.92000000,44404.00000000,46389.06000000,506.35738700,1631102399999,23262999.36551771,21899,269.14058700,12365823.30360883,0
1233,1631102400000,46416.78000000,46816.59000000,45647.71000000,46076.92000000,342.63242600,1631145599999,15829722.02934230,12808,168.73802400,7801440.61570036,0
1234,1631145600000,46063.39000000,46576.26000000,45523.81000000,46308.89000000,218.20216000,1631188799999,10057230.54971094,9977,112.11217100,5168066.02282496,0
1235,1631188800000,46314.53000000,47399.70000000,45605.68000000,46376.72000000,269.46163800,1631231999999,12579850.46598631,12166,145.50539600,6795838.85958098,0
1236,1631232000000,46370.43000000,47046.55000000,45627.52000000,46325.54000000,141.97233000,1631275199999,6578003.70821241,8573,75.88000800,3515903.15459599,0
1237,1631275200000,46316.76000000,46488.88000000,44129.41000000,44855.96000000,323.81994200,1631318399999,14696731.36980990,17782,152.84964900,6940875.38348161,0
1238,1631318400000,44838.69000000,45714.28000000,44722.75000000,45563.00000000,126.28678100,1631361599999,5710094.63342545,7089,66.97699100,3027916.23642075,0
1239,1631361600000,45567.75000000,45988.21000000,44973.18000000,45148.04000000,121.62776800,1631404799999,5535400.76217529,7120,54.94955500,2499902.33375454,0
1240,1631404800000,45162.55000000,46191.87000000,44747.08000000,46078.94000000,104.94166800,1631447999999,4770712.87743667,5408,60.61653000,2755947.58119666,0
1241,1631448000000,46098.80000000,46482.91000000,44910.97000000,46027.77000000,121.05446700,1631491199999,5540057.64684614,6981,62.01702400,2837911.27819347,0
1242,1631491200000,46032.51000000,46283.56000000,44175.59000000,44882.55000000,301.12696800,1631534399999,13470332.96861032,14221,150.01386600,6712468.01134133,0
1243,1631534400000,44871.77000000,46868.00000000,43400.01000000,44966.38000000,468.09793000,1631577599999,20990672.42688869,20993,243.96571800,10943487.52667563,0
1244,1631577600000,44953.61000000,46187.86000000,44646.41000000,45967.45000000,136.42823100,1631620799999,6207299.82943527,6800,75.37359900,3428603.26412528,0
1245,1631620800000,45978.01000000,47253.93000000,45759.18000000,47115.67000000,265.43615900,1631663999999,12371650.86042653,10823,151.76926800,7075926.79058572,0
1246,1631664000000,47088.05000000,47704.10000000,46693.49000000,47565.37000000,109.83864400,1631707199999,5185088.32457205,6820,63.88007500,3015859.33601525,0
1247,1631707200000,47561.52000000,48449.82000000,47306.96000000,48122.51000000,132.50347500,1631750399999,6362226.13763682,7288,67.77681400,3253948.85792822,0
1248,1631750400000,48132.64000000,48483.87000000,47357.71000000,47912.25000000,103.70407200,1631793599999,4976761.02969240,6434,54.59897000,2621606.14591898,0
1249,1631793600000,47877.72000000,48222.33000000,47019.16000000,47778.21000000,131.49832100,1631836799999,6262186.85849653,7012,58.08113100,2767698.63641380,0
1250,1631836800000,47761.34000000,48149.99000000,47292.38000000,47418.53000000,164.81725800,1631879999999,7875936.65835122,5556,85.86218400,4105572.63544306,0
1251,1631880000000,47359.42000000,47728.73000000,46750.00000000,47297.06000000,157.03458900,1631923199999,7416758.16589531,5896,83.01358900,3922027.82487012,0
1252,1631923200000,47297.06000000,48822.96000000,47043.47000000,48352.98000000,198.23093300,1631966399999,9562293.50733921,6962,107.42861200,5182602.54380732,0
1253,1631966400000,48389.44000000,48671.68000000,47806.21000000,48298.24000000,111.40205900,1632009599999,5375101.40967101,4359,57.76820800,2786945.38993317,0
1254,1632009600000,48280.26000000,48358.10000000,47190.36000000,47318.82000000,149.51496100,1632052799999,7164343.07106075,5140,69.21338800,3315530.95327183,0
1255,1632052800000,47318.16000000,47778.18000000,46841.36000000,47253.00000000,168.00501300,1632095999999,7948920.80681562,5625,86.89057700,4110596.75209464,0
1256,1632096000000,47260.38000000,47335.39000000,43203.89000000,43730.79000000,701.76599300,1632139199999,31602716.00154136,20517,333.31187400,15031173.74046835,0
1257,1632139200000,43716.25000000,44283.19000000,42477.34000000,43024.30000000,631.32536800,1632182399999,27478371.29256459,22031,310.71961600,13529833.71627030,0
1258,1632182400000,43017.59000000,43628.08000000,40137.65000000,43291.31000000,304.83545000,1632225599999,12832428.80212414,17392,162.89009100,6867010.78999117,0
1259,1632225600000,43286.56000000,43556.37000000,39601.76000000,40711.34000000,365.77330600,1632268799999,15242279.17772570,25502,163.95343200,6848008.14592862,0
1260,1632268800000,40742.78000000,42733.96000000,40573.44000000,41959.94000000,125.20104400,1632311999999,5238661.67003785,10153,70.27864400,2944482.79292036,0
1261,1632312000000,41952.16000000,44044.97000000,41886.43000000,43569.32000000,183.28090300,1632355199999,7896316.83878473,11247,101.42994600,4368667.28018502,0
1262,1632355200000,43545.89000000,44385.97000000,43081.39000000,43646.66000000,234.42896600,1632398399999,10278391.68338425,8929,121.36604800,5321946.55524603,0
1263,1632398400000,43634.32000000,44970.00000000,43399.21000000,44873.52000000,257.61875400,1632441599999,11399410.43017173,9650,134.37811800,5946445.68841211,0
1264,1632441600000,44856.80000000,45166.90000000,40701.68000000,41517.01000000,302.76862200,1632484799999,13067976.92257208,18285,146.64421700,6320594.11137064,0
1265,1632484800000,41494.30000000,43197.64000000,40880.17000000,42825.93000000,192.82830000,1632527999999,8113126.79273493,12324,97.91428000,4121740.26564802,0
1266,1632528000000,42816.59000000,42971.84000000,41660.34000000,42508.09000000,274.71499100,1632571199999,11666003.31436419,9846,134.43419700,5706499.61940664,0
1267,1632571200000,42469.17000000,42822.83000000,42166.66000000,42691.47000000,153.61549700,1632614399999,6536810.55788708,5804,87.28916400,3715675.10121123,0
1268,1632614400000,42674.74000000,43739.38000000,40753.56000000,43059.17000000,164.03918600,1632657599999,6935306.84098850,11299,78.85381900,3333368.36278561,0
1269,1632657600000,43109.60000000,43947.66000000,42684.51000000,43157.31000000,135.65801400,1632700799999,5872821.99578604,5452,73.45311400,3179243.65035834,0
1270,1632700800000,43138.88000000,44357.56000000,42935.86000000,43775.52000000,75.90699800,1632743999999,3327207.17861849,5093,35.16919300,1542328.84159714,0
1271,1632744000000,43739.00000000,44057.87000000,42101.09000000,42163.05000000,131.60021800,1632787199999,5680148.71897860,6998,63.42156700,2737308.98028341,0
1272,1632787200000,42135.62000000,42761.90000000,41524.09000000,42114.89000000,85.83568400,1632830399999,3610883.00594349,5821,40.85984200,1720192.52254133,0
1273,1632830400000,42114.89000000,42616.24000000,40878.18000000,41027.56000000,127.14701800,1632873599999,5293462.95143204,6958,66.81586500,2782787.96569556,0
1274,1632873600000,41027.56000000,42489.92000000,40753.27000000,42399.65000000,83.72015800,1632916799999,3500808.56999341,5684,40.18939500,1680322.05487025,0
1275,1632916800000,42435.17000000,42600.00000000,40869.78000000,41540.88000000,76.11962100,1632959999999,3168275.70053777,4764,34.89562300,1453061.86965118,0
1276,1632960000000,41540.87000000,43824.38000000,41413.79000000,43069.22000000,106.90736100,1633003199999,4608864.94885115,7185,54.42248800,2343559.25370316,0
1277,1633003200000,43075.67000000,44107.61000000,42835.20000000,43814.04000000,123.80522000,1633046399999,5374753.56608734,7363,72.49157900,3146299.89021083,0
1278,1633046400000,43825.91000000,47732.02000000,43296.61000000,47495.88000000,244.54979800,1633089599999,11275792.79212495,14353,139.72848100,6435573.16237273,0
1279,1633089600000,47503.93000000,48454.35000000,46755.70000000,48141.86000000,190.23411700,1633132799999,9058434.28021674,10727,105.86383200,5041440.24463156,0
1280,1633132800000,48141.86000000,48217.39000000,47432.44000000,47670.26000000,37.49870700,1633175999999,1788939.70277328,2854,17.06545500,814733.89261572,0
1281,1633176000000,47666.02000000,48329.32000000,47524.98000000,47673.42000000,54.96381900,1633219199999,2636374.08413970,4127,28.88060700,1384910.34955784,0
1282,1633219200000,47652.54000000,48104.29000000,47085.02000000,47990.97000000,38.13379100,1633262399999,1817152.06647402,2992,20.74360100,989493.77769097,0
1283,1633262400000,47961.00000000,49213.41000000,47630.44000000,48193.60000000,102.32115200,1633305599999,4951876.30724600,7637,57.67131100,2790795.00774633,0
1284,1633305600000,48188.92000000,48264.70000000,47241.68000000,47587.93000000,63.99361100,1633348799999,3053028.43346745,4387,30.87443000,1472891.06654243,0
1285,1633348800000,47549.38000000,49490.82000000,46902.40000000,49209.86000000,167.40385800,1633391999999,8124703.27376457,12674,90.02428400,4369194.65244934,0
1286,1633392000000,49209.98000000,50335.37000000,49048.35000000,49884.38000000,89.00429900,1633435199999,4423259.44332728,6937,50.33561400,2502512.94062108,0
1287,1633435200000,49865.84000000,51887.58000000,49600.01000000,51472.55000000,153.54479200,1633478399999,7777888.60452713,11200,94.37015600,4775444.52483749,0
1288,1633478400000,51453.36000000,51808.93000000,50399.09000000,51324.58000000,105.37974600,1633521599999,5394197.59078822,8382,55.47451600,2839619.03191565,0
1289,1633521600000,51289.70000000,55763.34000000,51282.83000000,55314.08000000,473.61352500,1633564799999,25689325.16751131,25136,231.77418000,12578806.41119566,0
1290,1633564800000,55326.96000000,55335.86000000,53802.51000000,54310.25000000,150.59430600,1633607999999,8223610.03914633,10124,75.49385600,4123075.13940232,0
1291,1633608000000,54289.11000000,54682.68000000,53372.79000000,53759.47000000,168.66943000,1633651199999,9109596.33341412,9216,107.60335300,5811471.79159966,0
1292,1633651200000,53786.77000000,56108.63000000,53626.09000000,55252.47000000,100.97859300,1633694399999,5548231.76289675,9633,50.06855500,2750911.65446172,0
1293,1633694400000,55251.92000000,55264.78000000,53764.53000000,53931.59000000,101.78726500,1633737599999,5538291.05502039,8131,52.26938700,2844507.40173700,0
1294,1633737600000,53974.27000000,55326.80000000,53673.33000000,54800.17000000,51.66837700,1633780799999,2825869.22324957,4521,27.43966500,1501039.61265970,0
1295,1633780800000,54881.65000000,55469.69000000,54331.83000000,54909.73000000,42.71509900,1633823999999,2345628.07738556,3697,20.71096300,1137227.23736626,0
1296,1633824000000,54929.40000000,56079.31000000,54106.64000000,55137.70000000,76.42734500,1633867199999,4221166.34649881,7555,39.93138200,2207037.55134340,0
1297,1633867200000,55189.25000000,56517.37000000,54318.35000000,54632.20000000,83.13266900,1633910399999,4594780.85725793,8747,39.40931000,2176585.21155966,0
1298,1633910400000,54650.00000000,57043.99000000,54425.55000000,56407.49000000,97.18599500,1633953599999,5454870.08121988,9780,48.48930100,2724944.19414473,0
1299,1633953600000,56424.56000000,57828.75000000,56108.88000000,57472.39000000,98.96495000,1633996799999,5665195.93549153,9664,48.59773100,2782009.39774932,0
1300,1633996800000,57452.25000000,57667.60000000,56392.71000000,57223.17000000,78.42422100,1634039999999,4474538.42651399,7513,41.45996400,2365571.49854757,0
1301,1634040000000,57285.52000000,57435.89000000,53918.36000000,56008.43000000,225.96035700,1634083199999,12690207.20767113,12902,110.44738500,6211842.03369013,0
1302,1634083200000,55994.38000000,56603.29000000,54243.01000000,55194.86000000,152.56714500,1634126399999,8442891.42869812,9940,76.76576000,4245545.32979817,0
1303,1634126400000,55224.48000000,57767.57000000,54516.70000000,57381.02000000,178.23212300,1634169599999,10085326.82941210,11926,86.23813300,4871296.17850617,0
